source,description,description_clean,unit_clean,quantity,rate,material,grade,emission_factor,ef_unit,cci,cci_label,log_cci,split
Bot,Top Slab,top slab,m3,155.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Staircase,staircase,m3,5.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Basement ,basement,m3,60.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Stilt floor,stilt floor,m3,82.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,1st floor,1st floor,m3,78.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,2nd floor,2nd floor,m3,78.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,3rd floor,3rd floor,m3,78.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,4th floor,4th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,5th floor,5th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,6th floor,6th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,7th floor,7th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,8th floor,8th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,9th floor,9th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,10th floor,10th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,11th floor,11th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,12th floor,12th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,13th floor,13th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,14th floor,14th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,15th floor,15th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,16th floor,16th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,17th floor,17th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,18th floor,18th floor,m3,72.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,19th floor,19th floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,20th floor,20th floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,21st floor,21st floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,22nd floor,22nd floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,23rd floor,23rd floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,24th floor,24th floor,m3,16.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Terrace floor,terrace floor,m3,826.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Above Terrace,above terrace,m3,140.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Ground floor,ground floor,m3,141.0,,concrete,M50,420.0,kgCO2e/m3,,predict_cci,,predict
Bot,Foundation-Stilt,foundation stilt,m3,1353.0,,concrete,M50,420.0,kgCO2e/m3,,predict_cci,,predict
Bot,Foundation - Ground floor,foundation ground floor,m3,125.0,,concrete,M40,381.5,kgCO2e/m3,,predict_cci,,predict
Bot,Elevation features - Fins/Window Boxing/others etc - all levels,elevation features fins window boxing others etc all levels,m3,1136.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Top Slab ,top slab,m2,20.0,,concrete,M30,41.4,kgCO2e/m2,,predict_cci,,predict
Bot,Grade of reinforced steel - Fe 550/550D,grade of reinforced steel fe 550 550d,ton,10476.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,"For Terrace MS Elevation Features / Pergolas, OHT/ LMR Ladders, Basement/Ramp gratings, PHE Shaft Cat Ladder, Terrace Level Steel Staircase, STP walkways, STP Staircase, STP Railing, pump room & Other Miscellaneous Work",for terrace ms elevation features pergolas oht lmr ladders basement ramp gratings phe shaft cat ladder terrace level steel staircase stp walkways stp staircase stp railing pump room other miscellaneous work,ton,90.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 32 mm dia,for dia,nos,2083.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 25 mm dia,for dia,nos,6249.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 20 mm dia,for dia,nos,4692.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 16 mm dia,for dia,nos,6249.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 32-25 mm dia,for 32 dia,nos,421.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 32-20 mm dia,for 32 dia,nos,213.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 32-16 mm dia,for 32 dia,nos,318.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 25-20 mm dia,for 25 dia,nos,2083.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 25-16mm dia,for 25 dia,nos,213.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,For 20-16 mm dia,for 20 dia,nos,526.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,20mm diameter bore with 16mm dia bar insertion upto 750 mm fixed length - Foundation,diameter bore with dia bar insertion upto fixed length foundation,m,1310.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,75mm thick on  average,thick on average,m3,25.0,,concrete,M20,284.9,kgCO2e/m3,,predict_cci,,predict
Bot,100mm thick  on average,thick on average,m3,4213.0,,concrete,M20,284.9,kgCO2e/m3,,predict_cci,,predict
Bot,"Providing vacuum de-watered flooring operation consisting of providing side shuttering with MS channels, angles to the required levels, Vibrating the concrete by using screed vibrator, de-watering using vacuum pumps by suction method and finishing the top surface to required level and grade using skim floaters/discs/power trowels. Covering the finished concrete surface with 200 micron thick polythene sheet and curing etc., complete at all levels.",providing vacuum de watered flooring operation consisting of providing side shuttering with ms channels angles to the required levels vibrating the concrete by using screed vibrator de watering using vacuum pumps by suction method and finishing the top surface to required level and grade using skim floaters discs power trowels covering the finished concrete surface with 200 micron thick polythene sheet and curing etc complete at all levels,m2,42190.0,,concrete,M20,21.3675,kgCO2e/m2,,predict_cci,,predict
Bot,"Providing and mixing Graded synthetic micro fibres of mono fillament poly propylene fibres in concrete at the rate of 0.90 kg/cum including supply, mixing, supervision etc., complete to minimize the shrinkage cracks as per manufacturers specifications in screed layers with necessary testing.",providing and mixing graded synthetic micro fibres of mono fillament poly propylene fibres in concrete at the rate of 0 90 kg cum including supply mixing supervision etc complete to minimize the shrinkage cracks as per manufacturers specifications in screed layers with necessary testing,kg,3792.0,,concrete,M20,284.9,kgCO2e/m3,,predict_cci,,predict
Bot,"Providing, supplying and laying, finishing M20 grade batch mixed controlled concrete for flooring of average 100mm thk. on ramp slabs including serrated finish as directed by engineer in charge, cleaning, trimming, watering the surface, curing etc complete to the required slope, formation, finish as indicated in the drawing. Cost to include working at all levels, Lead and Lifts,  necessary pumping to required levels and locations specified as per drawings.",providing supplying and laying finishing m20 grade batch mixed controlled concrete for flooring of average thk on ramp slabs including serrated finish as directed by engineer in charge cleaning trimming watering the surface curing etc complete to the required slope formation finish as indicated in the drawing cost to include working at all levels lead and lifts necessary pumping to required levels and locations specified as per drawings,m2,4884.0,,concrete,M20,28.49,kgCO2e/m2,,predict_cci,,predict
Bot,"Protective layer(Horizontal): Providing & Laying M15 grade screed concrete to required slope admix with integral waterproofing compound Conplast WL  of FOSROC make or Equivalent at the dosage of 125ml/bag of cement over waterproofing layer to a minimum thickness of 50mm or as per site requirement, complete. Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",protective layer horizontal providing laying m15 grade screed concrete to required slope admix with integral waterproofing compound conplast wl of fosroc make or equivalent at the dosage of 125ml bag of cement over waterproofing layer to a minimum thickness of or as per site requirement complete treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,2100.0,,concrete,M15,13.405,kgCO2e/m2,,predict_cci,,predict
Bot,"WATER TANKS OF STP:
Providing and applying Coal tar epoxy coating 2 coats in X&Y direction as per the manufacturer recommendations over the plastered surface in STP raw water tanks to avoid the chemical reaction with water proof coating surface.Coal tar epoxy coating shall be applied to achieve a DFT of 300microns over two coats or as mentioned in the TDS of the material used whichever is higher. Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",water tanks of stp providing and applying coal tar epoxy coating 2 coats in x y direction as per the manufacturer recommendations over the plastered surface in stp raw water tanks to avoid the chemical reaction with water proof coating surface coal tar epoxy coating shall be applied to achieve a dft of 300microns over two coats or as mentioned in the tds of the material used whichever is higher treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,1706.0,,concrete,M15,20.1075,kgCO2e/m2,,predict_cci,,predict
Bot,UG Sump - Internal,ug sump internal,m2,1905.0,,plaster,,4.76,kgCO2e/m2,,predict_cci,,predict
Bot,STP - Internal,stp internal,m2,1706.0,,plaster,,4.76,kgCO2e/m2,,predict_cci,,predict
Bot,OHT - Internal,oht internal,m2,1305.0,,plaster,,4.76,kgCO2e/m2,,predict_cci,,predict
Bot,Rain Water Sump - Internal,rain water sump internal,m2,1420.0,,plaster,,4.76,kgCO2e/m2,,predict_cci,,predict
Bot,"Construction joints in Grade slab and foundations at UGT, STP (10mm x20mm ) ",construction joints in grade slab and foundations at ugt stp x20mm,m,3550.0,,plaster,,0.238,kgCO2e/kg_per_kg_review,,predict_cci,,predict
Bot,Construction joints in Retaining wall and Water Retaining Structures (10mm x20mm ) ,construction joints in retaining wall and water retaining structures x20mm,m,3400.0,,plaster,,0.238,kgCO2e/kg_per_kg_review,,predict_cci,,predict
Bot,Part-B - Protective Plaster as per above specification,part b protective plaster as per above specification,m2,4463.0,,concrete,M15,20.1075,kgCO2e/m2,,predict_cci,,predict
Bot,Part-D - Screed concrete as per above specification,part d screed concrete as per above specification,m2,4463.0,,concrete,M15,20.1075,kgCO2e/m2,,predict_cci,,predict
Bot,"Single component pure polyurethane based  elastomeric seamless liquid applied membrane:
1.Before starting waterproofing  works the surface of  the slab should  be  made free of any loose particles, vegetation, grease or oily matters etc.treating all surface cracks, construction joints and honey combs by grouting with specialised nonshrink grout, injection grouting through nozzles, haunching the corners,bore packing and grouting the annular space between pipe and concrete as specified by approved Contractor and preparation of surface in all aspects to receive the waterproofing  Ponding test should be conducted for a period of 72 hours to ensure that there is no leakage from the slab. Any damp spots on  the slab should  be  attended  by grouting  cement  mixed  with  flow  enhancers  like Cebex-100 or equivalent until the leak or dampness is arrested. 
2.After treating  the  surface as mentioned  above apply liquid applied,  high performance, pure polyurethane based, single component,  low VOC, elastomeric, seamless, moisture curing, waterproof membrane, applied in 2 coats with roller / airless spray,(As required  by the manufacturer specifications but minimum thickness (DFT) shall pass 1.5 mm) with  over 400% elongation and sufficient puncture resistance and anti-root penetration capacity over one coat of compatible primer at a coverage as per the manufacturer's recommendation . The spray applied membrane should be seamless, free of any holes. Overlap   should   be   as   per manufacturer specifications.
3. When spray applied or brush coated procedure is adopted, the coverage of the material should be noted on a daily basis and to be submitted to client. 
4.At the expansion joints and termination, the detailing for the membrane application shall be submitted to the Client / the Engineer/QA approval prior to commencing the work.
5.The PU waterproofing membrane should be extended 300mm above FFL on the vertical surface and tucked into the wall by making a groove.
6.Ponding tests for 72 hours should be conducted after the completion of application of membrane to ensure water tightness.
7.Treatment shall be provided from standard manufacturers like FOSROC,BASF,SIKA / Equivalent.
8.Thereafter Providing and laying 250 GSM non woven polypropylene geotextile for horizontal surface.
",single component pure polyurethane based elastomeric seamless liquid applied membrane 1 before starting waterproofing works the surface of the slab should be made free of any loose particles vegetation grease or oily matters etc treating all surface cracks construction joints and honey combs by grouting with specialised nonshrink grout injection grouting through nozzles haunching the corners bore packing and grouting the annular space between pipe and concrete as specified by approved contractor and preparation of surface in all aspects to receive the waterproofing ponding test should be conducted for a period of 72 hours to ensure that there is no leakage from the slab any damp spots on the slab should be attended by grouting cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested 2 after treating the surface as mentioned above apply liquid applied high performance pure polyurethane based single component low voc elastomeric seamless moisture curing waterproof membrane applied in 2 coats with roller airless spray as required by the manufacturer specifications but minimum thickness dft shall pass 1 with over 400 elongation and sufficient puncture resistance and anti root penetration capacity over one coat of compatible primer at a coverage as per the manufacturer s recommendation the spray applied membrane should be seamless free of any holes overlap should be as per manufacturer specifications 3 when spray applied or brush coated procedure is adopted the coverage of the material should be noted on a daily basis and to be submitted to client 4 at the expansion joints and termination the detailing for the membrane application shall be submitted to the client the engineer qa approval prior to commencing the work 5 the pu waterproofing membrane should be extended above ffl on the vertical surface and tucked into the wall by making a groove 6 ponding tests for 72 hours should be conducted after the completion of application of membrane to ensure water tightness 7 treatment shall be provided from standard manufacturers like fosroc basf sika equivalent 8 thereafter providing and laying 250 gsm non woven polypropylene geotextile for horizontal surface,m2,22054.0,,tile,,17.512,kgCO2e/m2,,predict_cci,,predict
Bot,"For Non Tiling Area (Screed concrete as final finish):
Providing & Laying average 75mm THK protective screed of M15 grade with slope 1:150 or 1:100 as per approved GFC containing 12 mm downsize aggregates, 100% virgin polypropylene fibers @ 0.9 Kg per Cu.m with a smooth finish, well compacted, curing for 7 days etc. complete. 10mm X 100mm  thermocol to be placed at the peripheral corners prior to laying screed and later 10 mm wide X 30 mm deep thermocol to be removed from screed top  and to be filled with ShaliTex Bitumen Based Sealing Compound or Equivalent. The screed shall be finished with checkered marking of 600 mm x 600mm using 3 mm thread and panels of 3000mm X 3000mm shall be formed by saw cut groove of size 6 mm wide X 30 mm deep (with in 20 hrs time) which then filled with ShaliTex Bitumen Based Sealing Compound by covering either sides neatly with masking tape to avoid spillages,etc., clean and complete. 
On vertical surface : Providing and laying  12 mm thick protective plaster on the wall in cement mortar (1:4), including mixing integral waterproofing compound as per manufacturer specifications including bonding agent.
Measurements shall be considered as floor area only.
NOTE: Only Plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants/Client / the Engineer approval prior to execution.
Note: Plan area shall be the mode of measurement.",for non tiling area screed concrete as final finish providing laying average thk protective screed of m15 grade with slope 1 150 or 1 100 as per approved gfc containing downsize aggregates 100 virgin polypropylene fibers 0 9 kg per cu m with a smooth finish well compacted curing for 7 days etc complete x thermocol to be placed at the peripheral corners prior to laying screed and later wide x deep thermocol to be removed from screed top and to be filled with shalitex bitumen based sealing compound or equivalent the screed shall be finished with checkered marking of x using thread and panels of x shall be formed by saw cut groove of size wide x deep with in 20 hrs time which then filled with shalitex bitumen based sealing compound by covering either sides neatly with masking tape to avoid spillages etc clean and complete on vertical surface providing and laying thick protective plaster on the wall in cement mortar 1 4 including mixing integral waterproofing compound as per manufacturer specifications including bonding agent measurements shall be considered as floor area only note only plan areas shall be considered and necessary shop drawings shall be submitted by contractor for consultants client the engineer approval prior to execution note plan area shall be the mode of measurement,m2,13008.0,,concrete,M15,20.1075,kgCO2e/m2,,predict_cci,,predict
Bot,"Providing & Laying clay Tiles as per IS 1478:1992 of size 200 X 200mm  size, 20mm  thick  of 1st  class  quality  in  approved colors/shades to  floor  in  required  position set  on  bed  of  cement  mortar  1:4  (1 Cement : 4  Manufactured Sand) of minimum  30mm  thk to required slopes as per drawing including cement slurry matching the staggered design patterns, Joints to run horizontally and vertically with 10 mm spacers, levelling, lining, grouting the joints with greycement mxed grouts or equivalent grouting prigments added to match the colour of the tile or contrast to tile as per specifications from drawings, rubbing, washing, curing, cleaning and protecting finished surface from scratches, damage,stains and other damages at level with POP over bubbled polythene sheet or equivalent etc., complete.  10mm X 20mm  thermocol to be placed at the peripheral corners prior to laying screed and later 10 mm wide X 30 mm deep thermocol to be removed from tile top level and to be filled with ShaliTex Bitumen Based Sealing Compound or Equivalent.",providing laying clay tiles as per is 1478 1992 of size 200 x size thick of 1st class quality in approved colors shades to floor in required position set on bed of cement mortar 1 4 1 cement 4 manufactured sand of minimum thk to required slopes as per drawing including cement slurry matching the staggered design patterns joints to run horizontally and vertically with spacers levelling lining grouting the joints with greycement mxed grouts or equivalent grouting prigments added to match the colour of the tile or contrast to tile as per specifications from drawings rubbing washing curing cleaning and protecting finished surface from scratches damage stains and other damages at level with pop over bubbled polythene sheet or equivalent etc complete x thermocol to be placed at the peripheral corners prior to laying screed and later wide x deep thermocol to be removed from tile top level and to be filled with shalitex bitumen based sealing compound or equivalent,m2,11834.0,,tile,,17.512,kgCO2e/m2,,predict_cci,,predict
Bot,"Providing  & Laying  sloped clay Tile skirting of 200mm x 200mm per IS 1478:1992, 20mm  thick  of   1st  class  quality  in  approved colors/shades to floor in required  position set  on  bed  of  cement  mortar  1:4  (1 Cement  : 4  Manufactured Sand) of minimum  30mm  thk to required slopes as per drawing incl cement slurry matching the design patterns, Joints to run vertically with 10 mm spacers, leveling, lining, grouting the joints with greycement mixed grouts or equivalent prigments added to match the colour of the tile or contrast of tile as per specifications, rubbing, washing, curing, cleaning and protecting finished surface from scratches, damage,stains and other damages at level with POP over bubbled polythene sheet or equivalent etc., complete. 
100mm height",providing laying sloped clay tile skirting of x per is 1478 1992 thick of 1st class quality in approved colors shades to floor in required position set on bed of cement mortar 1 4 1 cement 4 manufactured sand of minimum thk to required slopes as per drawing incl cement slurry matching the design patterns joints to run vertically with spacers leveling lining grouting the joints with greycement mixed grouts or equivalent prigments added to match the colour of the tile or contrast of tile as per specifications rubbing washing curing cleaning and protecting finished surface from scratches damage stains and other damages at level with pop over bubbled polythene sheet or equivalent etc complete height,m,3638.0,,tile,,0.796,kgCO2e/kg_per_kg_review,,predict_cci,,predict
Bot,Terrace Slabs,terrace slabs,m3,3701.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,UG Sump,ug sump,m3,755.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,STP,stp,m3,672.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,OHT,oht,m3,405.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Staircase head rooms,staircase head rooms,m3,262.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,Rain Water Sump,rain water sump,m3,759.0,,concrete,M30,331.2,kgCO2e/m3,,predict_cci,,predict
Bot,"1. Before starting waterproofing works the surface of the wall and floor should be made free of any loose particles, vegetation, grease, oily matters etc. All tie rod
holes  should  be  filled  properly.  All  honeycombs  should  be  repaired  as  per approved repair procedures. Any damp spots on the walls should be attended by
grouting with slurry cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested.
2. All penetrations should be made water tight. Waterproofing details near the· penetrations should be submitted to the client and approval to be obtained prior to start the work. When pipes are fixed in the openings left out while casting structure, the  filling of the space between  pipe and concrete  shall  be carried out by approved non shrink cementitous grout. The portion of the pipe having interface with grout shall be roughened by spraying sand over epoxy bonding agent applied on the pipe and old concrete surface in contact with pipe.
3. Pond the pool by keeping water for full depth for atleast 72 hours. Any leakage or dampness  on the  surface  should  be arrested  by treating  the  concrete  by: injection of PU grout or any other suitable method acceptable to the client / the Engineer.
4. After  preparing  the tank as  mentioned above apply Single component, elastomeric liquid cold applied Poly Urethane membrane for floors (Thickness  as per manufacturer specification but shall not be less than 1.5mm thickness) with over 400% elongation and sufficient tensile  strength  (minimum  4MPa}. The  spray applied  membrane  should  be seamless,  free  of  any  holes. Applicator  should establish the continuity of the membrane with proper overlaps on the wall surfaces to a minimum of 300 mm from FFL with suitable test methods. 
5. After completion of waterproofing and allowing curing time, the ponding test shall be carried out to ensure water tightness for a period of 72 hours .
6.Thereafter Providing and laying 250 GSM non woven polypropylene geotextile for horizontal surface.
7.Treatment shall be provided from standard manufacturers like BASF, SIKA, FOSROC or equivalent.",1 before starting waterproofing works the surface of the wall and floor should be made free of any loose particles vegetation grease oily matters etc all tie rod holes should be filled properly all honeycombs should be repaired as per approved repair procedures any damp spots on the walls should be attended by grouting with slurry cement mixed with flow enhancers like cebex 100 or equivalent until the leak or dampness is arrested 2 all penetrations should be made water tight waterproofing details near the penetrations should be submitted to the client and approval to be obtained prior to start the work when pipes are fixed in the openings left out while casting structure the filling of the space between pipe and concrete shall be carried out by approved non shrink cementitous grout the portion of the pipe having interface with grout shall be roughened by spraying sand over epoxy bonding agent applied on the pipe and old concrete surface in contact with pipe 3 pond the pool by keeping water for full depth for atleast 72 hours any leakage or dampness on the surface should be arrested by treating the concrete by injection of pu grout or any other suitable method acceptable to the client the engineer 4 after preparing the tank as mentioned above apply single component elastomeric liquid cold applied poly urethane membrane for floors thickness as per manufacturer specification but shall not be less than 1 thickness with over 400 elongation and sufficient tensile strength minimum 4mpa the spray applied membrane should be seamless free of any holes applicator should establish the continuity of the membrane with proper overlaps on the wall surfaces to a minimum of from ffl with suitable test methods 5 after completion of waterproofing and allowing curing time the ponding test shall be carried out to ensure water tightness for a period of 72 hours 6 thereafter providing and laying 250 gsm non woven polypropylene geotextile for horizontal surface 7 treatment shall be provided from standard manufacturers like basf sika fosroc or equivalent,m2,450.0,,tile,,17.512,kgCO2e/m2,,predict_cci,,predict
Bot,"Providing & Laying average 50mm THK protective screed of M15 grade to required slope containing 12mm downsize aggregates, with a smooth finish, well compacted, curing for 7 days etc. complete. Cracks shall be strictly avoided in screed concrete.",providing laying average thk protective screed of m15 grade to required slope containing downsize aggregates with a smooth finish well compacted curing for 7 days etc complete cracks shall be strictly avoided in screed concrete,m2,450.0,,concrete,M15,13.405,kgCO2e/m2,,predict_cci,,predict
Bot,Extruded aluminum (Mill finish) expansion joint system (System withstand vehicles upto 5T load),extruded aluminum mill finish expansion joint system system withstand vehicles upto 5t load,m,713.0,,aluminium,,6.669,kgCO2e/kg_per_kg_review,,predict_cci,,predict
Bot,Min. 150mm wide and having 2mm thk ,min wide and having thk,m,713.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,Compression seal,compression seal,m,310.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,Upto 175mm wide using 3 mm thk plate,upto wide using thk plate,m,310.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,Parking floors,parking floors,m,1022.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,GF-Terrace,gf terrace,m,4229.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,"Providing and fixing in position the PVC coated steps of size 300 x 150mm for UG Sump, STP and OH Tank including placing 150mm inside concrete (while doing form work), aligning during concreting, grouting the junction if required, cleaning etc.,",providing and fixing in position the pvc coated steps of size 300 x for ug sump stp and oh tank including placing inside concrete while doing form work aligning during concreting grouting the junction if required cleaning etc,nos,603.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,"Excavation in all kind of soils for laying sub soil drainage pipe upto 160mm dia (internal) including forming bottom surface to required level refilling selected excavated earth around the pipe in layers of 150mm thick watering consolidating and disposing off the surplus earth with in the site or as directed by the site Engineer with in a lead of 300m etc., complete.
Note:PCC area shall be considered for measurement (Working space & provision of slopes if required for execution shall not be paid separately).",excavation in all kind of soils for laying sub soil drainage pipe upto dia internal including forming bottom surface to required level refilling selected excavated earth around the pipe in layers of thick watering consolidating and disposing off the surplus earth with in the site or as directed by the site engineer with in a lead of 300m etc complete note pcc area shall be considered for measurement working space provision of slopes if required for execution shall not be paid separately,m3,250.0,,concrete,M15,268.1,kgCO2e/m3,,predict_cci,,predict
Bot,"Providing and laying plain cement concrete of grade M10 at all levels using coarse graded aggregate of 20mm and down size, fine aggregates,OPC/PPC for levelling course under footings, flooring, steps, walls, platform, for external development works and at locations specified etc. including sub grade base preparation, form work wherever necessary, levelling, compacting, curing including all leads and lifts, rough finishing at the top surface etc. all complete, as directed by Client / the Engineer and as per drawings.",providing and laying plain cement concrete of grade m10 at all levels using coarse graded aggregate of and down size fine aggregates opc ppc for levelling course under footings flooring steps walls platform for external development works and at locations specified etc including sub grade base preparation form work wherever necessary levelling compacting curing including all leads and lifts rough finishing at the top surface etc all complete as directed by client the engineer and as per drawings,m3,50.0,,concrete,M10,232.8,kgCO2e/m3,,predict_cci,,predict
